FIPS,FIPSTEXT,y12_M085_valuetext,y12_M085_classRange,Acres of Total Cropland as Percent of Land Area in Acres: 2012_valueNumeric,y12_M270_valueText,y12_M270_classRange,Acres of Cropland and Pastureland Treated with Animal Manure as Percent of Total Cropland Acreage_valueNumeric
40045,40045,21.41,15 - 29,21.41,0.4,Less than 5,0.4
40047,40047,63.92,50 - 74,63.92,0.17,Less than 5,0.17
40049,40049,21.62,15 - 29,21.62,3.33,Less than 5,3.33
40051,40051,25.94,15 - 29,25.94,4.84,Less than 5,4.84
40053,40053,63.88,50 - 74,63.88,0.69,Less than 5,0.69
40055,40055,34.92,30 - 49,34.92,(D),Less than 5,
40057,40057,48.6,30 - 49,48.6,1.26,Less than 5,1.26
40059,40059,30.36,30 - 49,30.36,1.57,Less than 5,1.57
40061,40061,12.64,14-May,12.64,23.55,15 - 29,23.55
40063,40063,12.43,14-May,12.43,3.2,Less than 5,3.2
40065,40065,57.55,50 - 74,57.55,(D),Less than 5,
40067,40067,16.33,15 - 29,16.33,0.58,Less than 5,0.58
40069,40069,9.95,14-May,9.95,10.52,14-May,10.52
40071,40071,52.18,50 - 74,52.18,0.93,Less than 5,0.93
40073,40073,56.98,50 - 74,56.98,0.63,Less than 5,0.63
40075,40075,46.54,30 - 49,46.54,0.28,Less than 5,0.28
40077,40077,8.27,14-May,8.27,10,14-May,10
40079,40079,10.2,14-May,10.2,18.53,15 - 29,18.53
40081,40081,17.47,15 - 29,17.47,1.56,Less than 5,1.56
40083,40083,28.1,15 - 29,28.1,0.61,Less than 5,0.61
40085,40085,14.84,14-May,14.84,1.77,Less than 5,1.77
40087,40087,21.6,15 - 29,21.6,2.67,Less than 5,2.67
40089,40089,5.94,14-May,5.94,22.12,15 - 29,22.12
40091,40091,14.68,14-May,14.68,8.42,14-May,8.42
40093,40093,35.5,30 - 49,35.5,1.33,Less than 5,1.33
40095,40095,17.58,15 - 29,17.58,2.24,Less than 5,2.24
40097,40097,20.31,15 - 29,20.31,7.98,14-May,7.98
40099,40099,9.12,14-May,9.12,9.69,14-May,9.69
40101,40101,23.17,15 - 29,23.17,11.64,14-May,11.64
40103,40103,41.26,30 - 49,41.26,0.97,Less than 5,0.97
40105,40105,17.9,15 - 29,17.9,5.48,14-May,5.48
40107,40107,15.19,15 - 29,15.19,4.96,Less than 5,4.96
40109,40109,10.55,14-May,10.55,2.66,Less than 5,2.66
40111,40111,17.47,15 - 29,17.47,5.1,14-May,5.1
40113,40113,9.14,14-May,9.14,0.8,Less than 5,0.8
40115,40115,29.16,15 - 29,29.16,11.09,14-May,11.09
40117,40117,14.34,14-May,14.34,3.87,Less than 5,3.87
40119,40119,23.99,15 - 29,23.99,1.53,Less than 5,1.53
40121,40121,11.44,14-May,11.44,6.26,14-May,6.26
40123,40123,14.97,14-May,14.97,2.24,Less than 5,2.24
40125,40125,17.25,15 - 29,17.25,3.8,Less than 5,3.8
40127,40127,4.24,Less than 5,4.24,2.51,Less than 5,2.51
40129,40129,16.08,15 - 29,16.08,0.32,Less than 5,0.32
40131,40131,16.61,15 - 29,16.61,10.27,14-May,10.27
40133,40133,11.85,14-May,11.85,5.29,14-May,5.29
40135,40135,14.8,14-May,14.8,17.53,15 - 29,17.53
40137,40137,13.63,14-May,13.63,1.91,Less than 5,1.91
40139,40139,51.96,50 - 74,51.96,1.05,Less than 5,1.05
40141,40141,52.01,50 - 74,52.01,(D),Less than 5,
40143,40143,11.71,14-May,11.71,3.18,Less than 5,3.18
40145,40145,21.86,15 - 29,21.86,4.45,Less than 5,4.45
40147,40147,20.89,15 - 29,20.89,1.78,Less than 5,1.78
40149,40149,53.51,50 - 74,53.51,0.12,Less than 5,0.12
40151,40151,28.07,15 - 29,28.07,0.58,Less than 5,0.58
40153,40153,18.86,15 - 29,18.86,0.44,Less than 5,0.44
41001,41001,5.48,14-May,5.48,5.6,14-May,5.6
41003,41003,15.76,15 - 29,15.76,2.39,Less than 5,2.39
41005,41005,7.02,14-May,7.02,8.41,14-May,8.41
41007,41007,1,Less than 5,1,14.52,14-May,14.52
41009,41009,4.29,Less than 5,4.29,10.68,14-May,10.68
41011,41011,2.05,Less than 5,2.05,11.72,14-May,11.72
41013,41013,2.99,Less than 5,2.99,4.4,Less than 5,4.4
41015,41015,0.5,Less than 5,0.5,0.81,Less than 5,0.81
41017,41017,1.5,Less than 5,1.5,15.44,15 - 29,15.44
41019,41019,1.53,Less than 5,1.53,6,14-May,6
41021,41021,43.01,30 - 49,43.01,0.04,Less than 5,0.04
41023,41023,3.33,Less than 5,3.33,3.33,Less than 5,3.33
41025,41025,3.44,Less than 5,3.44,0.69,Less than 5,0.69
41027,41027,4.87,Less than 5,4.87,1.4,Less than 5,1.4
41029,41029,1.84,Less than 5,1.84,5.91,14-May,5.91
41031,41031,5.52,14-May,5.52,8.75,14-May,8.75
41033,41033,0.8,Less than 5,0.8,15.79,15 - 29,15.79
41035,41035,5.4,14-May,5.4,2.09,Less than 5,2.09
41037,41037,2.52,Less than 5,2.52,2.84,Less than 5,2.84
41039,41039,3.43,Less than 5,3.43,5.27,14-May,5.27
41041,41041,0.82,Less than 5,0.82,7.44,14-May,7.44
41043,41043,15.53,15 - 29,15.53,4.83,Less than 5,4.83
41045,41045,3.24,Less than 5,3.24,4.59,Less than 5,4.59
41047,41047,28.25,15 - 29,28.25,4.82,Less than 5,4.82
41049,41049,37.41,30 - 49,37.41,0.44,Less than 5,0.44
41051,41051,6.32,14-May,6.32,1.37,Less than 5,1.37
41053,41053,21.31,15 - 29,21.31,3.6,Less than 5,3.6
41055,41055,69.25,50 - 74,69.25,(D),Less than 5,
41057,41057,2.05,Less than 5,2.05,84.66,60 or more,84.66
41059,41059,37.4,30 - 49,37.4,0.88,Less than 5,0.88
41061,41061,9.15,14-May,9.15,2.05,Less than 5,2.05
41063,41063,4.4,Less than 5,4.4,(D),Less than 5,
41065,41065,13.78,14-May,13.78,0.21,Less than 5,0.21
41067,41067,17.69,15 - 29,17.69,3.68,Less than 5,3.68
41069,41069,2.26,Less than 5,2.26,3.03,Less than 5,3.03
41071,41071,23.69,15 - 29,23.69,4.57,Less than 5,4.57
42001,42001,37.85,30 - 49,37.85,23.36,15 - 29,23.36
42003,42003,3.02,Less than 5,3.02,16.97,15 - 29,16.97
42005,42005,15.92,15 - 29,15.92,15,15 - 29,15
42007,42007,10.25,14-May,10.25,27.71,15 - 29,27.71
42009,42009,16.09,15 - 29,16.09,30.55,30 - 59,30.55
42011,42011,33.26,30 - 49,33.26,34.37,30 - 59,34.37
42013,42013,18.8,15 - 29,18.8,36.14,30 - 59,36.14
42015,42015,22.24,15 - 29,22.24,27.5,15 - 29,27.5
42017,42017,12.4,14-May,12.4,18.03,15 - 29,18.03
42019,42019,15.27,15 - 29,15.27,13.6,14-May,13.6
42021,42021,10.3,14-May,10.3,15.12,15 - 29,15.12
42023,42023,0.64,Less than 5,0.64,26.61,15 - 29,26.61
42025,42025,5.47,14-May,5.47,5.56,14-May,5.56
42027,42027,11.95,14-May,11.95,25.33,15 - 29,25.33
42029,42029,22.3,15 - 29,22.3,24.26,15 - 29,24.26
42031,42031,15.75,15 - 29,15.75,14.24,14-May,14.24
42033,42033,4.75,Less than 5,4.75,16.98,15 - 29,16.98
42035,42035,5.12,14-May,5.12,33.07,30 - 59,33.07
42037,42037,27.54,15 - 29,27.54,11.56,14-May,11.56
42039,42039,20.11,15 - 29,20.11,21.79,15 - 29,21.79
42041,42041,34.28,30 - 49,34.28,37.07,30 - 59,37.07
42043,42043,17.85,15 - 29,17.85,25.67,15 - 29,25.67
42045,42045,1.04,Less than 5,1.04,7.88,14-May,7.88
42047,42047,1.84,Less than 5,1.84,15.58,15 - 29,15.58
42049,42049,18.81,15 - 29,18.81,12.91,14-May,12.91
42051,42051,10.91,14-May,10.91,9.26,14-May,9.26
42053,42053,0.93,Less than 5,0.93,17.65,15 - 29,17.65
42055,42055,40.84,30 - 49,40.84,51.83,30 - 59,51.83
42057,42057,21.81,15 - 29,21.81,26.59,15 - 29,26.59
42059,42059,9.85,14-May,9.85,4.56,Less than 5,4.56
42061,42061,13.79,14-May,13.79,37.61,30 - 59,37.61
42063,42063,16.14,15 - 29,16.14,16.55,15 - 29,16.55
42065,42065,12.73,14-May,12.73,16.11,15 - 29,16.11
42067,42067,21.49,15 - 29,21.49,44.17,30 - 59,44.17
42069,42069,5.48,14-May,5.48,20.38,15 - 29,20.38
42071,42071,54.96,50 - 74,54.96,49.82,30 - 59,49.82
42073,42073,20.43,15 - 29,20.43,19.91,15 - 29,19.91
42075,42075,42.07,30 - 49,42.07,49.21,30 - 59,49.21
42077,42077,28.62,15 - 29,28.62,8.68,14-May,8.68
42079,42079,6.03,14-May,6.03,8.18,14-May,8.18
42081,42081,10.13,14-May,10.13,17.19,15 - 29,17.19
42083,42083,2.1,Less than 5,2.1,28.68,15 - 29,28.68
42085,42085,22.71,15 - 29,22.71,19.41,15 - 29,19.41
42087,42087,20.24,15 - 29,20.24,39.54,30 - 59,39.54
42089,42089,3.35,Less than 5,3.35,8.14,14-May,8.14
42091,42091,6.04,14-May,6.04,18.31,15 - 29,18.31
42093,42093,35.47,30 - 49,35.47,23.67,15 - 29,23.67
42095,42095,23.48,15 - 29,23.48,5.46,14-May,5.46
42097,42097,31.62,30 - 49,31.62,23.28,15 - 29,23.28
42099,42099,23.02,15 - 29,23.02,45.82,30 - 59,45.82
42101,42101,0.08,Less than 5,0.08,(D),Less than 5,
42103,42103,0.99,Less than 5,0.99,(D),Less than 5,
42105,42105,6.07,14-May,6.07,29.15,15 - 29,29.15
42107,42107,14.46,14-May,14.46,26.89,15 - 29,26.89
42109,42109,28.37,15 - 29,28.37,40.97,30 - 59,40.97
42111,42111,17.36,15 - 29,17.36,32.55,30 - 59,32.55
42113,42113,5.36,14-May,5.36,23.97,15 - 29,23.97
42115,42115,13.98,14-May,13.98,26.44,15 - 29,26.44
42117,42117,15.02,15 - 29,15.02,27.16,15 - 29,27.16
42119,42119,26.04,15 - 29,26.04,41.08,30 - 59,41.08
42121,42121,6.73,14-May,6.73,14.33,14-May,14.33
42123,42123,4.88,Less than 5,4.88,22.74,15 - 29,22.74
42125,42125,15.75,15 - 29,15.75,11.16,14-May,11.16
42127,42127,9.29,14-May,9.29,29.29,15 - 29,29.29
42129,42129,12.45,14-May,12.45,14.58,14-May,14.58
42131,42131,12.75,14-May,12.75,18.74,15 - 29,18.74
42133,42133,33.69,30 - 49,33.69,19.22,15 - 29,19.22
44001,44001,7.02,14-May,7.02,(D),Less than 5,
44003,44003,1.78,Less than 5,1.78,(D),14-May,
44005,44005,9.89,14-May,9.89,12.19,14-May,12.19
44007,44007,1.86,Less than 5,1.86,14.5,14-May,14.5
44009,44009,3.91,Less than 5,3.91,8.49,14-May,8.49
45001,45001,7.56,14-May,7.56,24.38,15 - 29,24.38
45003,45003,8.15,14-May,8.15,16.87,15 - 29,16.87
45005,45005,14.97,14-May,14.97,15.62,15 - 29,15.62
45007,45007,10.16,14-May,10.16,22.85,15 - 29,22.85
45009,45009,14.53,14-May,14.53,12.09,14-May,12.09
45011,45011,10.69,14-May,10.69,23.24,15 - 29,23.24
45013,45013,1.74,Less than 5,1.74,0.73,Less than 5,0.73
45015,45015,2.77,Less than 5,2.77,3.66,Less than 5,3.66
45017,45017,26.43,15 - 29,26.43,3.15,Less than 5,3.15
45019,45019,1.5,Less than 5,1.5,9,14-May,9
45021,45021,6.61,14-May,6.61,9.13,14-May,9.13
45023,45023,5.11,14-May,5.11,32.25,30 - 59,32.25
45025,45025,8.29,14-May,8.29,26.31,15 - 29,26.31
45027,45027,25.25,15 - 29,25.25,6.67,14-May,6.67
45029,45029,6.78,14-May,6.78,7.46,14-May,7.46
45031,45031,31.66,30 - 49,31.66,11.77,14-May,11.77
45033,45033,29.04,15 - 29,29.04,6.12,14-May,6.12
45035,45035,9.41,14-May,9.41,10,14-May,10
45037,45037,6.52,14-May,6.52,11.24,14-May,11.24
45039,45039,1.66,Less than 5,1.66,33.63,30 - 59,33.63
45041,45041,18.42,15 - 29,18.42,2.02,Less than 5,2.02
45043,45043,2.38,Less than 5,2.38,0.23,Less than 5,0.23
45045,45045,4.1,Less than 5,4.1,6.25,14-May,6.25
45047,45047,4.36,Less than 5,4.36,29.61,15 - 29,29.61
45049,45049,14.42,14-May,14.42,8.72,14-May,8.72
45051,45051,14.88,14-May,14.88,1.8,Less than 5,1.8
45053,45053,2.08,Less than 5,2.08,(D),15 - 29,
45055,45055,3.59,Less than 5,3.59,26.93,15 - 29,26.93
45057,45057,3.99,Less than 5,3.99,40.83,30 - 59,40.83
45059,45059,7.66,14-May,7.66,27.89,15 - 29,27.89
45061,45061,35.49,30 - 49,35.49,28.66,15 - 29,28.66
45063,45063,10.94,14-May,10.94,14.92,14-May,14.92
45065,45065,1.55,Less than 5,1.55,(D),15 - 29,
45067,45067,14.22,14-May,14.22,0.07,Less than 5,0.07
45069,45069,23.17,15 - 29,23.17,3.22,Less than 5,3.22
45071,45071,7.85,14-May,7.85,58.44,30 - 59,58.44
45073,45073,3.84,Less than 5,3.84,81.22,60 or more,81.22
45075,45075,21.6,15 - 29,21.6,11.16,14-May,11.16
45077,45077,4.09,Less than 5,4.09,24.41,15 - 29,24.41
45079,45079,6.42,14-May,6.42,7.35,14-May,7.35
45081,45081,10.21,14-May,10.21,32.08,30 - 59,32.08
45083,45083,7.3,14-May,7.3,7.89,14-May,7.89
45085,45085,16.32,15 - 29,16.32,15.55,15 - 29,15.55
45087,45087,2.73,Less than 5,2.73,19.61,15 - 29,19.61
45089,45089,15.36,15 - 29,15.36,2.43,Less than 5,2.43
45091,45091,8.75,14-May,8.75,18.82,15 - 29,18.82
46003,46003,59.05,50 - 74,59.05,5.54,14-May,5.54
46005,46005,71.62,50 - 74,71.62,1.35,Less than 5,1.35
46007,46007,23.56,15 - 29,23.56,0.23,Less than 5,0.23
46009,46009,76.83,75 or more,76.83,3.04,Less than 5,3.04
46011,46011,64.58,50 - 74,64.58,5.3,14-May,5.3
46013,46013,77.94,75 or more,77.94,0.82,Less than 5,0.82
46015,46015,50.45,50 - 74,50.45,2.25,Less than 5,2.25
46017,46017,28.83,15 - 29,28.83,0.92,Less than 5,0.92
46019,46019,8.11,14-May,8.11,3.64,Less than 5,3.64
46021,46021,44.93,30 - 49,44.93,1.19,Less than 5,1.19
46023,46023,63.92,50 - 74,63.92,3.65,Less than 5,3.65
46025,46025,65.48,50 - 74,65.48,2.1,Less than 5,2.1
46027,46027,90.06,75 or more,90.06,1.16,Less than 5,1.16
46029,46029,58.11,50 - 74,58.11,6.34,14-May,6.34
46031,46031,21.92,15 - 29,21.92,0.57,Less than 5,0.57
46033,46033,4.71,Less than 5,4.71,3.34,Less than 5,3.34
46035,46035,75.41,75 or more,75.41,3.51,Less than 5,3.51
46037,46037,60.05,50 - 74,60.05,1.18,Less than 5,1.18
46039,46039,52.1,50 - 74,52.1,8.38,14-May,8.38
46041,46041,14.55,14-May,14.55,0.39,Less than 5,0.39
46043,46043,69.58,50 - 74,69.58,5.15,14-May,5.15
46045,46045,68.39,50 - 74,68.39,0.96,Less than 5,0.96
46047,46047,5.73,14-May,5.73,4.22,Less than 5,4.22
46049,46049,60.92,50 - 74,60.92,1.35,Less than 5,1.35
46051,46051,66.65,50 - 74,66.65,5.42,14-May,5.42
46053,46053,36.81,30 - 49,36.81,1.43,Less than 5,1.43
46055,46055,28.01,15 - 29,28.01,0.54,Less than 5,0.54
46057,46057,74.46,50 - 74,74.46,3.95,Less than 5,3.95
46059,46059,61.52,50 - 74,61.52,0.97,Less than 5,0.97
46061,46061,76.3,75 or more,76.3,2.64,Less than 5,2.64
46063,46063,10.51,14-May,10.51,0.45,Less than 5,0.45
46065,46065,56.78,50 - 74,56.78,1.4,Less than 5,1.4
46067,46067,78.74,75 or more,78.74,3.59,Less than 5,3.59
46069,46069,39.28,30 - 49,39.28,0.99,Less than 5,0.99
46071,46071,14.8,14-May,14.8,0.57,Less than 5,0.57
46073,46073,53.93,50 - 74,53.93,1.4,Less than 5,1.4
46075,46075,33.85,30 - 49,33.85,(D),Less than 5,
46077,46077,71.77,50 - 74,71.77,2.71,Less than 5,2.71
46079,46079,57.49,50 - 74,57.49,2.99,Less than 5,2.99
46081,46081,5.8,14-May,5.8,0.75,Less than 5,0.75
46083,46083,89.29,75 or more,89.29,2.2,Less than 5,2.2
46085,46085,43.43,30 - 49,43.43,0.48,Less than 5,0.48
46087,46087,81.51,75 or more,81.51,2.68,Less than 5,2.68
46089,46089,39.42,30 - 49,39.42,2.86,Less than 5,2.86
46091,46091,58.91,50 - 74,58.91,3.26,Less than 5,3.26
46093,46093,15.75,15 - 29,15.75,2.23,Less than 5,2.23
46095,46095,14.04,14-May,14.04,1.26,Less than 5,1.26
46097,46097,63.43,50 - 74,63.43,2.71,Less than 5,2.71
46099,46099,62.41,50 - 74,62.41,3.94,Less than 5,3.94
46101,46101,62.8,50 - 74,62.8,5.08,14-May,5.08
46103,46103,12.54,14-May,12.54,2.2,Less than 5,2.2
46105,46105,21.41,15 - 29,21.41,0.76,Less than 5,0.76
46107,46107,64.83,50 - 74,64.83,2.06,Less than 5,2.06
46109,46109,60.92,50 - 74,60.92,7.21,14-May,7.21
46111,46111,60.86,50 - 74,60.86,1.99,Less than 5,1.99
46113,46113,7.3,14-May,7.3,(D),Less than 5,
46115,46115,74.25,50 - 74,74.25,1.22,Less than 5,1.22
46117,46117,23.73,15 - 29,23.73,0.1,Less than 5,0.1
46119,46119,77.76,75 or more,77.76,0.95,Less than 5,0.95
46121,46121,14.09,14-May,14.09,0.56,Less than 5,0.56
46123,46123,46.3,30 - 49,46.3,2.29,Less than 5,2.29
46125,46125,83.39,75 or more,83.39,4.9,Less than 5,4.9
46127,46127,87.93,75 or more,87.93,2.7,Less than 5,2.7
46129,46129,54.18,50 - 74,54.18,2.04,Less than 5,2.04
46135,46135,79.45,75 or more,79.45,3.35,Less than 5,3.35
46137,46137,13.99,14-May,13.99,0.12,Less than 5,0.12
47001,47001,4.71,Less than 5,4.71,8.16,14-May,8.16
47003,47003,29.22,15 - 29,29.22,11.84,14-May,11.84
47005,47005,15.28,15 - 29,15.28,1.16,Less than 5,1.16
47007,47007,16.36,15 - 29,16.36,6.2,14-May,6.2
47009,47009,11.96,14-May,11.96,5.3,14-May,5.3
47011,47011,13.58,14-May,13.58,15.58,15 - 29,15.58
47013,47013,3.74,Less than 5,3.74,4.95,Less than 5,4.95
47015,47015,22.63,15 - 29,22.63,5.33,14-May,5.33
47017,47017,31.66,30 - 49,31.66,0.47,Less than 5,0.47
47019,47019,5.67,14-May,5.67,6.4,14-May,6.4
47021,47021,10.75,14-May,10.75,2.81,Less than 5,2.81
47023,47023,15.34,15 - 29,15.34,2.16,Less than 5,2.16
47025,47025,12.36,14-May,12.36,5.01,14-May,5.01
47027,47027,18.01,15 - 29,18.01,8.09,14-May,8.09
47029,47029,7.34,14-May,7.34,11.78,14-May,11.78
47031,47031,28.77,15 - 29,28.77,6.17,14-May,6.17
47033,47033,65.97,50 - 74,65.97,0.41,Less than 5,0.41
47035,47035,11.35,14-May,11.35,8.96,14-May,8.96
47037,47037,3.5,Less than 5,3.5,2.21,Less than 5,2.21
47039,47039,11.71,14-May,11.71,2.27,Less than 5,2.27
47041,47041,17.2,15 - 29,17.2,1.16,Less than 5,1.16
47043,47043,14.72,14-May,14.72,3.96,Less than 5,3.96
47045,47045,57.44,50 - 74,57.44,0.38,Less than 5,0.38
47047,47047,32.68,30 - 49,32.68,0.7,Less than 5,0.7
47049,47049,8.26,14-May,8.26,21.31,15 - 29,21.31
47051,47051,21.06,15 - 29,21.06,6.84,14-May,6.84
47053,47053,64.86,50 - 74,64.86,0.54,Less than 5,0.54
47055,47055,22.6,15 - 29,22.6,4.95,Less than 5,4.95
47057,47057,14.38,14-May,14.38,7.11,14-May,7.11
47059,47059,22.81,15 - 29,22.81,10.58,14-May,10.58
47061,47061,6.17,14-May,6.17,10.77,14-May,10.77
47063,47063,26.51,15 - 29,26.51,6.65,14-May,6.65
47065,47065,5.69,14-May,5.69,12.71,14-May,12.71
47067,47067,10.97,14-May,10.97,2.36,Less than 5,2.36
47069,47069,18.31,15 - 29,18.31,1.11,Less than 5,1.11
47071,47071,16.21,15 - 29,16.21,5.3,14-May,5.3
47073,47073,13.57,14-May,13.57,4.86,Less than 5,4.86
47075,47075,57.75,50 - 74,57.75,0.06,Less than 5,0.06
47077,47077,23.98,15 - 29,23.98,2.22,Less than 5,2.22
47079,47079,36.58,30 - 49,36.58,4.74,Less than 5,4.74
47081,47081,10.03,14-May,10.03,4.69,Less than 5,4.69
47083,47083,9.23,14-May,9.23,2.11,Less than 5,2.11
47085,47085,11.99,14-May,11.99,1.86,Less than 5,1.86
47087,47087,9.86,14-May,9.86,4.55,Less than 5,4.55
47089,47089,21.39,15 - 29,21.39,8.78,14-May,8.78
47091,47091,8.45,14-May,8.45,4.18,Less than 5,4.18
47093,47093,7.53,14-May,7.53,5.71,14-May,5.71
47095,47095,73.62,50 - 74,73.62,0,Less than 5,0
47097,47097,57.1,50 - 74,57.1,0.32,Less than 5,0.32
47099,47099,26.71,15 - 29,26.71,3.54,Less than 5,3.54
47101,47101,5.3,14-May,5.3,1.79,Less than 5,1.79
47103,47103,29.65,15 - 29,29.65,5.35,14-May,5.35
47105,47105,22.6,15 - 29,22.6,8.55,14-May,8.55
47107,47107,17.5,15 - 29,17.5,10.78,14-May,10.78
47109,47109,17.06,15 - 29,17.06,2.03,Less than 5,2.03
47111,47111,24.23,15 - 29,24.23,6.65,14-May,6.65
47113,47113,33.06,30 - 49,33.06,1.46,Less than 5,1.46
47115,47115,6.91,14-May,6.91,10.74,14-May,10.74
47117,47117,26,15 - 29,26,3.98,Less than 5,3.98
47119,47119,22.97,15 - 29,22.97,2.5,Less than 5,2.5
47121,47121,16.05,15 - 29,16.05,3.85,Less than 5,3.85
47123,47123,11.83,14-May,11.83,7.35,14-May,7.35
47125,47125,22.34,15 - 29,22.34,1.08,Less than 5,1.08
47127,47127,17.9,15 - 29,17.9,8.01,14-May,8.01
47129,47129,5.82,14-May,5.82,13.58,14-May,13.58
47131,47131,60.72,50 - 74,60.72,1.03,Less than 5,1.03
47133,47133,13.02,14-May,13.02,5.95,14-May,5.95
47135,47135,5.2,14-May,5.2,0.97,Less than 5,0.97
47137,47137,13.92,14-May,13.92,5.43,14-May,5.43
47139,47139,5.84,14-May,5.84,30.54,30 - 59,30.54
47141,47141,12.25,14-May,12.25,6.69,14-May,6.69
47143,47143,12.11,14-May,12.11,3.61,Less than 5,3.61
47145,47145,6.06,14-May,6.06,6.09,14-May,6.09
47147,47147,46.15,30 - 49,46.15,3.14,Less than 5,3.14
47149,47149,17.75,15 - 29,17.75,2.95,Less than 5,2.95
47151,47151,4.38,Less than 5,4.38,7.12,14-May,7.12
47153,47153,5.88,14-May,5.88,8.67,14-May,8.67
47155,47155,4.51,Less than 5,4.51,7.28,14-May,7.28
47157,47157,12.36,14-May,12.36,0.43,Less than 5,0.43
47159,47159,18.32,15 - 29,18.32,3.64,Less than 5,3.64
47161,47161,7.04,14-May,7.04,2.07,Less than 5,2.07
47163,47163,11.98,14-May,11.98,9.59,14-May,9.59
47165,47165,20.27,15 - 29,20.27,2.86,Less than 5,2.86
47167,47167,43.39,30 - 49,43.39,0.18,Less than 5,0.18
47169,47169,19.01,15 - 29,19.01,1.38,Less than 5,1.38
47171,47171,1.58,Less than 5,1.58,7.58,14-May,7.58
47173,47173,8.95,14-May,8.95,5.35,14-May,5.35
47175,47175,6.29,14-May,6.29,2.75,Less than 5,2.75
47177,47177,30.21,30 - 49,30.21,3.2,Less than 5,3.2
47179,47179,23.63,15 - 29,23.63,7.16,14-May,7.16
47181,47181,7.81,14-May,7.81,5.71,14-May,5.71
47183,47183,54.88,50 - 74,54.88,1.63,Less than 5,1.63
47185,47185,16.42,15 - 29,16.42,8.08,14-May,8.08
47187,47187,14.04,14-May,14.04,2.53,Less than 5,2.53
47189,47189,15.65,15 - 29,15.65,4.26,Less than 5,4.26
48001,48001,10.34,14-May,10.34,10.3,14-May,10.3
48003,48003,7.45,14-May,7.45,0.03,Less than 5,0.03
48005,48005,4.25,Less than 5,4.25,29.74,15 - 29,29.74
48007,48007,1.61,Less than 5,1.61,1.2,Less than 5,1.2
48009,48009,20.01,15 - 29,20.01,4.93,Less than 5,4.93
48011,48011,24.57,15 - 29,24.57,2.88,Less than 5,2.88
48013,48013,13.85,14-May,13.85,6.5,14-May,6.5
48015,48015,17.21,15 - 29,17.21,1.39,Less than 5,1.39
48017,48017,58.15,50 - 74,58.15,3.84,Less than 5,3.84
48019,48019,6.74,14-May,6.74,3.44,Less than 5,3.44
48021,48021,10.61,14-May,10.61,5.1,14-May,5.1
48023,48023,26.44,15 - 29,26.44,(D),Less than 5,
48025,48025,12.49,14-May,12.49,1.35,Less than 5,1.35
48027,48027,25.34,15 - 29,25.34,2.32,Less than 5,2.32
48029,48029,11.23,14-May,11.23,3.59,Less than 5,3.59
48031,48031,4.86,Less than 5,4.86,2.48,Less than 5,2.48
48033,48033,10.98,14-May,10.98,(D),Less than 5,
48035,48035,11.18,14-May,11.18,5.75,14-May,5.75
48037,48037,13.74,14-May,13.74,5.95,14-May,5.95
48039,48039,20.24,15 - 29,20.24,2.44,Less than 5,2.44
48041,48041,11.18,14-May,11.18,6.87,14-May,6.87
48043,48043,1.19,Less than 5,1.19,(D),Less than 5,
48045,48045,24.24,15 - 29,24.24,(D),Less than 5,
48047,48047,4.3,Less than 5,4.3,2.13,Less than 5,2.13
48049,48049,14,14-May,14,0.62,Less than 5,0.62
48051,48051,19.25,15 - 29,19.25,6.83,14-May,6.83
48053,48053,7.02,14-May,7.02,2.46,Less than 5,2.46
48055,48055,16.03,15 - 29,16.03,8.9,14-May,8.9
48057,48057,18.66,15 - 29,18.66,(D),Less than 5,
48059,48059,15.15,15 - 29,15.15,0.7,Less than 5,0.7
48061,48061,36.69,30 - 49,36.69,0.27,Less than 5,0.27
48063,48063,16.27,15 - 29,16.27,22.87,15 - 29,22.87
48065,48065,45.81,30 - 49,45.81,1.5,Less than 5,1.5
48067,48067,6.48,14-May,6.48,15.82,15 - 29,15.82
48069,48069,71.79,50 - 74,71.79,7.36,14-May,7.36
48071,48071,24.28,15 - 29,24.28,0.3,Less than 5,0.3
48073,48073,10.06,14-May,10.06,18.55,15 - 29,18.55
48075,48075,31.87,30 - 49,31.87,0.5,Less than 5,0.5
48077,48077,14.23,14-May,14.23,1.08,Less than 5,1.08
48079,48079,54.13,50 - 74,54.13,0.43,Less than 5,0.43
48081,48081,8.41,14-May,8.41,(D),Less than 5,
48083,48083,16.77,15 - 29,16.77,1,Less than 5,1
48085,48085,25.38,15 - 29,25.38,5.02,14-May,5.02
48087,48087,27.91,15 - 29,27.91,2.85,Less than 5,2.85
48089,48089,22.17,15 - 29,22.17,2.67,Less than 5,2.67
48091,48091,3.93,Less than 5,3.93,3.58,Less than 5,3.58
48093,48093,22.3,15 - 29,22.3,4.27,Less than 5,4.27
48095,48095,16.93,15 - 29,16.93,(D),Less than 5,
48097,48097,23.65,15 - 29,23.65,7.18,14-May,7.18
48099,48099,12.73,14-May,12.73,0.46,Less than 5,0.46
48101,48101,17.08,15 - 29,17.08,(D),Less than 5,
48103,48103,(D),Less than 5,,(D),Less than 5,
48105,48105,0.44,Less than 5,0.44,0,Less than 5,0
48107,48107,52,50 - 74,52,3.09,Less than 5,3.09
48109,48109,2.64,Less than 5,2.64,1.7,Less than 5,1.7
48111,48111,40.37,30 - 49,40.37,3.91,Less than 5,3.91
48113,48113,6.44,14-May,6.44,1.06,Less than 5,1.06
